Customer Number,Customer Name,Street Address,City/County,Phone Number,Sales Rep Number,Sales Rep Name,location
1041864,Dr.James Farm,"No.3 Adams Emmanuel Street, Mahuta Kaduna State.",Kaduna State,7039576469,4,Stephen,Kaduna
1041865,OO James Multiple Farms Nig Enterprises,"Igbubszuwa Road Ovia, Benin, Edo State",Edo State,8037360850,3,Ian,Edo / Benin
1041866,Agro Life Benefits,"Agbaja Road, Lokoja Kogi State",Kogi State,8188202711,3,Ian,Kogi State
1041868,Lilly Valley Farm,"Agbere Ogere, Ogun State",Ogun State,8055157889,508,Mr.Adekunle Damilola,Ogun State
1041869,Altecho Farm,"Abule Ege, Owode Egba, Ogun State",Ogun State,7033687220,508,Mr.Adekunle Damilola,Ogun State
1041870,Farmkart Foods,"Ikangba Town ,Ijebu Ode Ogun",Ogun State,8033476417,513,Godwin Esenyie,Ogun State
1041872,Fams Farm,"No19, Achilefu Close, ABA",Imo State,8035018365,3,Ian,Imo State
1041873,Yusuf Maitama Farm,"NO13, Old Jos Road dakaci zaria kaduna state",kaduna state,8034901612,406,Dr.Ize Okeji,Kaduna
1041874,Blossom Agrotech Resources Ltd,Onilane Okebola Ibadan,IBADAN,8022899006,5,Peter,Ibadan / Oyo
1041876,Kabfat Agro Feed,Railway station kaduna state,Kaduna state,8138489950,4,Stephen,Kaduna
1041879,Tunamop Farms,"Ijebu Igbo,Ogun State",Ogun State,8066971723,5,Peter,Ogun State
104188,Rto Farm,Oshogbo Osun State,Osun,8037234625,5,Peter,Osun State
1041880,Drugs & Trades,"Mazara Main Market, katako Road, Jos",Jos,8063391295,407,Stephen Olushola,Jos / Plateau
1041881,Agrib Industries Limited,"Plot 301 Emuren Road, Imota Lagos State",Lagos State,7054592029,508,Mr.Adekunle Damilola,Lagos
1041882,Emmiliz Farm,"Kurudu 11,Off Orozo, Abuja",Abuja,9067523543,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1041883,Kajola Co-operative,"Oke - Aro Pig Farm Estate,Sango Otta, Lagos",Lagos State,8033012301,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1041884,Animal Feed Farm,"Behind Katako, Police Station Jos",Jos,803591750,407,Stephen Olushola,Jos / Plateau
1041885,Madam Adamu Farm,Kawo market Kaduna North,Kaduna,8023892156,4,Stephen,Kaduna
1041886,Oladipo Fish Farm,"Mangoro Oke- Ata Sango Otta, Lagos State",Lagos,8063223703,6,Mr Dayo,Lagos
1041887,Agbo Farm,"N037,olozoma ebigwi street, uteogbje Agbor, DeltA State",Delta State,8069245190,3,Ian,Delta State
1041889,Tunnex Farms,"NO12 Reverend Ogundipe Cresent Agbekale Abule Egba, lagos",Lagos State,7030292422,503,Tope,Lagos
1041891,Frika Agro Allied Ventures,"KM16, Abakaliki Enugu Express Way, Abakaliki Ebonyi State",Ebonyi State,8069469881,322,Kingsley Ikenna,Ebonyi State
1041892,Foto Farm,"Seraphim Junction, Olode Village Iseyin, Oyo State",Oyo State,8104533738,5,Peter,Ibadan / Oyo
1041893,T J Farm 2,Ilorin Town,Ilorin,8066572892,512,Afolabi Michael Abolade,Ilorin / Kwara
1041894,Higher Grace Agro Enterprises,No1 Sabath Lane Beside the promise fast food rukpokwu,Port Harcourt,8138095466,3,Ian,Rivers / PH
1041895,Ogooluwa feedmill,"2, Olaifa street , Orogun",Ibadan,8060355370,512,Afolabi Michael Abolade,Ibadan / Oyo
1041896,Mumar Intergrated farms,"No.4 Itesiwaju community, Onireke Village, Budo-Efo Upper","Agbabiaka, Ilorin",7038007746,513,Godwin Esenyie,Ilorin / Kwara
1041897,Emiola Farm,"Omi Adio, Bakatari, Jaka Village/Plot B, Off Akinmusite",Ibadan,8060947662,513,Godwin Esenyie,Ibadan / Oyo
1041898,Paygo Feeds,Owerri Imo State,Imo State,8062729755,3,Ian,Imo State
1041900,Tinu Farm,Along Ipara Busstop Abeokuta Shapade Sagamu Ogun State,Ogun State,7030924906,503,Tope,Ogun State
1041902,Isong Farm,Ikwo LG Abakaliki Ebonyi State,Ebonyi State,7038241731,322,Kingsley Ikenna,Ebonyi State
1041903,Elsufi Farm,"NO7 Kilanko Road, Behind Offa Garage, Ilorin Kwara State",Ilorin State,8035617411,512,Afolabi Michael Abolade,Ilorin / Kwara
1041904,Trot Over Farms,Eziani Nsukka Enugu State,Enugu State,8033217437,3,Ian,Enugu
1041905,Ome Farms,"Alapoti Village, ALONG Owode/atan road sango. Lagos",Lagos State,7035671402,5,Peter,Lagos
1041906,Timmod Farm,"Aba Igbagbo Village Via Ologolo, Ido Road Ibadan",Ibadan,8060315159,509,Folorunso Mark Eniola,Ibadan / Oyo
1041908,Flora Farms & Agro Allied Services,"Behind Ave Maria Villa, Ijurin Ekiti Ekiti State",Ekiti State,8067732200,509,Folorunso Mark Eniola,Ekiti State
1041909,Funsab Farms,"NO309, Oko Aba Agege Abbataoir Lagos",Lagos,8176162453,508,Mr.Adekunle Damilola,Lagos
104191,John Farms,"Ikorodu, Lagos State",Lagos State,7038120279,606,Oladeji Simon Olabisi,Lagos
1041910,Eny Keen Multinational Ltd,Command Secondary School Area Bode Igbo Ibadan,Ibadan,8057974781,513,Godwin Esenyie,Ibadan / Oyo
1041911,Love Joy Animal Feeds Factory,Amabor Ngwo Udi L.G.A Enugu State,Enugu State,9079933389,322,Kingsley Ikenna,Enugu
1041912,Farm Goldwaters,"Eleran Igbe Road, Ibeju Lekki , Lagos",Lagos,8163132621,6,Mr Dayo,Lagos
1041913,Ramak Farm,Adarawa Sokoto,Sokoto,9035051818,407,Stephen Olushola,Sokoto
1041914,Tosam Intergrated service,Podo New garage Ibadan,Ibadan,8123680299,5,Peter,Ibadan / Oyo
1041915,High Synergy Farm Nig Ltd,"NO22, Chairman Street Ikorodu Lagos State",Lagos State,8050768506,606,Oladeji Simon Olabisi,Lagos
1041917,Leochem Ltd,"Plot73, Unity Estate Independence Layout Enugu",Enugu State,8037027228,3,Ian,Enugu
1041918,East Goshen Farm,"Ohanze Aba, Abia State",Abia State,8039003211,322,Kingsley Ikenna,Abia State
1041919,Ogooluwa Feedmill Ilorin,Behind Iman Filling Stataion Estate Junction Sango Ilorin,Ilorin,7068504016,512,Afolabi Michael Abolade,Ilorin / Kwara
104192,Petrus Farm,"LAGERE, Ijebu-Ife Road, Ogun State",Ijebu-ife,8099783123,2040,Oluwole,Ijebu-Ife
1041920,Blossom Agric Enterprises,"Elewuji kelebe village off olorunda orita merin road,",Ibadan,9054847754,512,Afolabi Michael Abolade,Ibadan / Oyo
1041921,Lakesi Farms,"Ikotun Abaranje Road, Ikotun , Lagos",Lagos State,8023206282,5,Peter,Lagos
1041923,God's Grace Farm -east,"Ogwashi Ukwu, Delta State",Delta State,9033672993,3,Ian,Delta State
1041924,Zurek Nig. Ltd,Zuku Zuku Uyo Akwa Ibom State,Akwa Ibom State,7066550956,322,Kingsley Ikenna,Akwa Ibom State
1041925,Nweze Enterprises,"No76, Upper New Market Road, Onitsha",Onitsha,8169086607,3,Ian,Onitsha
1041926,Marmic Agricultural Feed,"Opposite Enyo Filling Station, Iyana , Agbala Itura,",Ibadan,8062209828,512,Afolabi Michael Abolade,Ibadan / Oyo
1041927,Olufela Bolarinwa Enterprises,"NO2, Bolarinwa Close anobe off somorin obatoko Abeokuta",Ogun State,8038054332,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
1041928,Backyard Farm,"Kurmin Gwari Kakuri, Kaduna South, Kaduna State",Kaduna State,8094681332,4,Stephen,Kaduna
1041929,Monalisa Feedmill,"18, Ogijo Ikorodu Expressway Lagos State",Lagos State,8033852579,606,Oladeji Simon Olabisi,Lagos
104193,Allahu Labaika,Iwo Road,Ibadan,8035028315,2040,Oluwole,Ibadan / Oyo
1041931,Mama's Farm,"Ogele Village, Eyenkorin Ilorin",Ilorin State,8030536926,512,Afolabi Michael Abolade,Ilorin / Kwara
1041932,M & M Agro Ventures,"66, okilton drive, Ada George , Port Harcourt, Rivers",Rivers State,8187031641,3,Ian,Rivers / PH
1041933,Green Fotress Agro Ltd,"NO4, Nbodo Street Boundary Alo Ikwerre LGA. Rivers State",Rivers State,7061222162,3,Ian,Rivers / PH
1041934,Adegbite Enterprises,"No6, Peter Adegbite Street Ijako, Ota , LAGOS",Lagos State,8060337408,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1041935,Multiple Result,"Station Market Kaduna South, Kaduna State",Kaduna,8038582847,407,Stephen Olushola,Kaduna
1041936,Eddy J. Agro,"Besides Fire Service, Buruku Express way",Jos,8036424173,407,Stephen Olushola,Jos / Plateau
1041937,Sedora Farm,Behind Harvest FM Station Makurdi Benue State,Benue State,7056667890,4,Stephen,Benue State
1041938,Absol Nigeria Limited,Ajegunle Egbejila Ilorin,Ilorin,8032191191,512,Afolabi Michael Abolade,Ilorin / Kwara
104194,Yomi Farms,"Bola Village, Jankata Apata Ibadan",Oyo State,7038123750,2000,Raji,Ibadan / Oyo
1041940,Anders Agro,"Sabo Market, Kaduna State",Kaduna State,7068510110,4,Stephen,Kaduna
1041941,Okiemute Farms Ltd,"Ogegere Road, Opposite Ibadan Amuokpe Sapele Delta State",Delta State,8137841747,3,Ian,Delta State
1041943,Solat Feedmill,"Km1, New Iferoad Opposite Toun Memorial Hospital, Ibadan",Ibadan,8069657687,512,Afolabi Michael Abolade,Ibadan / Oyo
1041944,RAO Agro Allied Nig. Ltd,Bauchi State,Bauchi State,7037900220,407,Stephen Olushola,Bauchi State
1041945,Niima Farm & Vet Consult,Kofar Atiku Sokoto State,Sokoto State,8068939532,407,Stephen Olushola,Sokoto State
1041947,Ibromiyu Ventures,"Academy Busstop Iwo Road, Ibadan",Ibadan,8089818181,509,Folorunso Mark Eniola,Ibadan / Oyo
1041950,Bright Fishing Company Limited,"Iro Town,Ofada Mokolokii, Owode Egba , Ogun State Nigeria",Ogun State,8160473213,6,Mr Dayo,Ogun State
1041951,Alpha Synergy Global Concept,"Ovate Community, Egbejila, Ilorin",Ilorin,8064447546,512,Afolabi Michael Abolade,Ilorin / Kwara
1041953,Jargaba Feedmil,Opposite. FCCC Funtua Katsina State,Katsina State,8039380223,407,Stephen Olushola,Katsina State
1041954,DefoladebInternational Feedmil,"New Epe Garage , Ijebu Ode Ogun State",Ogun State,8073349503,501,Lateef,Ogun State
1041956,Victory Vik Farm,Mbaise road owerri imo state,Imo state,8060907068,3,Ian,Imo State
1041957,3 Angels Ltd,Ugbolu Asaba Delta State,Delta State,8124899963,3,Ian,Delta State
1041958,Penagro Feedmill Ltd,"Sinoma fabcom, custom barrack Road, Kuje Abuja",Abuja,8064555631,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1041960,Nutripeak Nigeria Limited,"KM13,Akure - Owo Express Way Ilu Abo Junction, Akure",Akure,8111390073,5,Peter,Ondo State
1041962,Dwellers Farms,"Charlie Boy Busstop Gbagada Phase 1,Lagos",Lagos State,8126911354,6,Mr Dayo,Lagos
1041963,Wesley Farm,"Farm Layout,Pasali2, Kuje Abuja State",Abuja State,7087965498,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1041964,Imza Farm,Warri,Warri,8067517098,3,Ian,Delta State
1041965,T. Farm,Oke- Aro Pig Farm Estate Pen Azia Lagos State,Lagos State,8025970026,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1041966,Arid Farm,"Gwagwalada, Abuja FCT",FCT Abuja,8033466922,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1041967,S.A.K Farm,"Gora, Nassarrawa State",Nassarrawa State,8036000876,4,Stephen,Nassarrawa State
1041968,Frank John Farms & Resources,"Plot56, Nokpa Nike Enugu",Enugu,8036003925,322,Kingsley Ikenna,Enugu
104197,Olakunle Concepts,"osimore, Ijebu-Ode Ogun State",Ogun State,8054323064,501,Lateef,Ogun State
1041970,Pacific Scissors,F44b Oke Aro Pig estate,Lagos,8033232692,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1041971,House of Tee4 Concepts,"Road A PEN 31A, Oke Aro, Pig farm estate",Lagos,8098260019,508,Mr.Adekunle Damilola,Lagos
1041973,Newlife Agro,Amaozalla Nsukka,Nsukka,8060476815,322,Kingsley Ikenna,Enugu
1041974,Linda Farm,"Abuja expressway, Kakau Kaduna State",Kaduna State,9030916558,4,Stephen,Kaduna
1041975,Deglorious Intergrated Farms,"Ajegunle Egbejila road off Asadam road, Ilorin",Ilorin,7031965153,512,Afolabi Michael Abolade,Ilorin / Kwara
1041976,Rabbis Farm,"Nsukka , Enugu State",Enugu State,7039428620,322,Kingsley Ikenna,Enugu
1041977,Babare farms,"Along Folawiyo Farms, Ilora",Oyo state,7037616561,509,Folorunso Mark Eniola,Ibadan / Oyo
1041978,Elroy farm,ubulu okiti delta state,delta state,8033202647,3,Ian,Delta State
1041979,Southern Greenstart Limited,"Ibakasi Road, Ikono, Awa Ibom State",Akwa Ibom State,8035103208,3,Ian,Akwa Ibom State
104198,Farm Associate,"Railway Commercial Layout Okpara Avenue, Enugu",Enugu State,9084957050,5,Peter,Enugu
1041980,Maggo Farms,"Maggo Farms, Elere Village , Obafemi , Owode local",Ogun State,8060951323,503,Tope,Ogun State
1041981,Tilt Farm,"Gurku Village by Aso B, Abuja",FCT Abuja,7037744407,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1041983,Brohood Morden Farm,"Orodo, Imo State",Imo State,8064574049,3,Ian,Imo State
1041984,Neoclassic Farms,"Plots Phase 1, Odoore Village Via Airport- Egbejila Road,",Ilorin State,8133330690,512,Afolabi Michael Abolade,Ilorin / Kwara
1041985,Profitable Agroventures,"Kuje Area Council, Abuja",Abuja,8054649576,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1041986,Debkas Farm,"Masaka, Arae, Nassarrawa State",Nassarrawa State,8033176771,412,Eniolorunda Seun Emmanuel,Nassarrawa State
1041987,Pure Comfort,Iwata Ijebu,Ogun state,8038566662,501,Lateef,Ogun State
1041988,Nihi-grace farm,"Ikot Ekpene road, Uyo",Uyo,8064618330,3,Ian,Uyo
1041990,Livestock Resources,"Issele-uku, Aniocha North",Delta state,7080049135,3,Ian,Delta State
1041991,TDA COMFORT ENTERPRISES,"NO. 3, EMEKA STREET, BEHIND EAGLE SQUARE OKPANAM ROAD",DELTA STATE,8053404230,3,Ian,Delta State
1041994,County Choice Farms,"No4, Babatope Bejide Cresecent, Off Fola Osogbo, Lekki",Lagos State,7032060375,6,Mr Dayo,Lagos
1041995,Kimson Farm Nigeria Ltd,"Ayetoro Scheme Lane 5, No5,Ojongbodu, Oyo State",Oyo State,8034212682,509,Folorunso Mark Eniola,Ibadan / Oyo
1041997,AT-Tawwakul Farms,"No6,Off Otaogbaiye Street Aleshinloye , Area Offa kwara",Kwara State,8063785486,512,Afolabi Michael Abolade,Ilorin / Kwara
1041998,Tolatops Farm,"Km10,Abeokuta Road, Ilupeju Village, Odeda, Local",Ogun State,8052999644,513,Godwin Esenyie,Ogun State
1041999,Popoola Farms,"No23, Old Abeokuta Road Bode - Igbo Ibadan",Ibadan,8054541783,509,Folorunso Mark Eniola,Ibadan / Oyo
1042000,Barivos Global Link,Omu Ijebu Ogun State,"Ijebu , Ogun State",8062327953,501,Lateef,Ogun State
1042001,Prime Sib Farms & Vet Ventures,"27, Harmony Street, Ijako, Suga Busstop , Sango Otta",Sango Otta Ogun State,8036733776,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
1042002,Savanna Feedmeal-kaduna,NDC Kaduna North Kaduna State,Kaduna State,8092658840,4,Stephen,Kaduna
1042003,Reliable Farms Ltd,"NO162, Mammy Market Ojurin Akobo, Ibadan",Ibadan,8038884275,508,Mr.Adekunle Damilola,Ibadan / Oyo
1042005,DDHL Farm,"Abaodo Junction, Akinyele Area Oyo State",Oyo State,8089699426,606,Oladeji Simon Olabisi,Ibadan / Oyo
1042006,Tito Farms,"Apooyin Village Bako Area, Omi-Adio Off Abeokuta Road,",Ibadan,8035777160,513,Godwin Esenyie,Ibadan / Oyo
1042007,Adonai Farm,"Ogbogbo, Ijebu Ode Ogun State",Ogun State,7037413382,503,Tope,Ogun State
1042008,Harare Farmfood,"Behind Guru Maraji,Village Lagos - Ibadan Expressway",Ibadan,8033247853,508,Mr.Adekunle Damilola,Ibadan / Oyo
1042010,Damozech Farm,"Umuahia, Abia State",Abia State,8129512660,3,Ian,Abia State
1042011,Laktan 31 Farms,"Odeda, Ogun State",Ogun State,8035100849,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
1042012,Deal Agric,Badeku After Egbeda Busstop Ibadan,Ibadan,8057413547,5,Peter,Ibadan / Oyo
1042013,Gbola Integrated Farm,"Afeki Zone 4, Opa, Ile Ife , Osun State",Osun State,8069563315,509,Folorunso Mark Eniola,Osun State
1042014,Glorious Feeds &Farms Services,"Lagos State Piggery Estate Opposite Bissam Oil, Igbokuta","Ikorodu , Lagos State",8092191451,508,Mr.Adekunle Damilola,Lagos
1042015,Jubzon Assembly Nig,"Emene, Enugu State",Enugu State,8099747344,322,Kingsley Ikenna,Enugu
1042016,Oreleye Farm,"Ijebu Ode, Ogun State",Ogun State,8137220357,503,Tope,Ogun State
1042017,Lakatabu Food Speciality,"Adowaiye , Iseyin Oyo State",Oyo State,7031688512,509,Folorunso Mark Eniola,Ibadan / Oyo
1042018,Opadex Global Resources Ltd,"Atere Village , Omi- Adio , Ibadan",Ibadan,8083777878,512,Afolabi Michael Abolade,Ibadan / Oyo
1042019,Sodehinde Farm,"NO7, Olubi sode street, Ayegbami Sagamu ,Ogun State",Ogun State,8038517339,503,Tope,Ogun State
104202,La Fish Industries Limited,Owena Multipurpose Dam Besida Ifedore Igbara- Oke Ondo,Ondo,7086198741,501,Lateef,Ondo State
1042020,DGINL Agro- Allied,"Mariri Kumbotso, Kano",Kano State,8033774088,407,Stephen Olushola,Kano
1042021,Evsam Farm,"Infant Jesus Road, Asaba Delta State",Delta State,8037916158,3,Ian,Delta State
1042022,Eimujok farm,"iworo ijebu, ogbogbo ijebu ode, ogun state",ijebu,7032582374,5,Peter,Ijebu
1042025,Habali Farm,"NO.1 Fangurzan Village, Zaria Kaduna State",Kaduna State,8084461452,4,Stephen,Kaduna
1042026,Hisplans Resources,"Olomoro Oleh, Delta State",Delta State,8027010814,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1042027,Ukay Farm,"No6 Fakoya Road Oregun, Ijebu Ode , Ogun",Ogun State,9032202689,501,Lateef,Ogun State
104203,Cedar Of Lebanon,"Road 9, Goke Fajuyi Crescent Ondo Town",Ondo,8035602489,2040,Oluwole,Ondo State
1042030,Peniel Veterinary Services,"No Limit, Agro Allied Building Vital Depot Awoyemi",Ibadan,8060179139,513,Godwin Esenyie,Ibadan / Oyo
1042031,Fixable Global Ventures,"51,Aliu Street,Off Liadu Road, Ikotun Egbe Lagos State",Lagos State,8039570266,6,Mr Dayo,Lagos
1042032,Tolzdriven Agro Allied Company,"Victoria Kehinde Crescent, Igbo Olomu Ikorodu Lagos",Lagos State,8037354491,606,Oladeji Simon Olabisi,Lagos
1042033,Nicoprime Feedmills and Laboratories,"Km 5, Old Ogbomosho -Ilorin Road, Abaa, Ogbomosho, Oyo",Oyo State,8161561542,512,Afolabi Michael Abolade,Ibadan / Oyo
1042034,TOS Feed,"Along Kaduna Kano Road , Hanwa Zaria , Kaduna State",Kaduna State,8067679154,406,Dr.Ize Okeji,Kaduna
1042035,Tropical Culture Ltd,"Opposite Community High School Along Iresapa- Iko Road,","Ogbomosho ,Oyo State",8036463089,509,Folorunso Mark Eniola,Ibadan / Oyo
1042036,RAHBS Farms Nigeria Limited,"Km10, Oyo/ Ogbomosho Express Road, Oyo State",Oyo State,8035680005,501,Lateef,Ibadan / Oyo
1042038,Aquarich Fisheries and Consultancy Service,"Owode, Ede Junction, Oshogbo Osun State",Osun State,90356338433,512,Afolabi Michael Abolade,Osun State
1042039,Al- thqwah Feedmills,"Opposite Ajegunle Primary School, Egbejila Road, Ilorin",Ilorin State,9025598822,512,Afolabi Michael Abolade,Ilorin / Kwara
1042040,Glorious Life Farms Ltd,Phase 2 Odore Isale Off Egbejila Road Off Asadam Road,Ilorin State,8033795201,512,Afolabi Michael Abolade,Ilorin / Kwara
1042041,Happiness Shop,"Trikania South, Kaduna State",Kaduna State,7013669925,4,Stephen,Kaduna
1042044,St Justina's Cistercian Monastery,"Izzi Abakaliki, Ebonyi State",Ebonyi State,8138925764,322,Kingsley Ikenna,Ebonyi State
1042045,Victory Animal Consult,"Opposite, Bishop Haruna House Okene Kogi State",Kogi State,8069454090,412,Eniolorunda Seun Emmanuel,Kogi State
1042046,Aboretta Farm,NO1 Iriebe Street Line Portharcourt,Rivers Portharcourt,7064921870,3,Ian,Rivers / PH
1042047,Muyaks Agro,"Gwagwalada, Abuja",FCT Abuja,8051786776,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042048,UZ Farm,"Eshobo Road, Off Ugbolu Illah Road, Asaba",Asaba Delta State,8063971035,3,Ian,Delta State
1042049,Kitkan Farm,"Km15, Lagos- Abeokuta Expressway, Aiyedere Abeokuta, Ogun",Ogun State,8034649932,5,Peter,Ogun State
104205,Dolapo Farm,"Iwo Road, Ibadan",Oyo State,8065088636,2000,Raji,Ibadan / Oyo
1042050,Rufus Royal Farms,"Akeerdolu Village Off Ibadan Ilesha Expressway Osu, Osun",Osun state,8037266710,509,Folorunso Mark Eniola,Osun State
1042051,Defeso Farm Rasonwa,"Ilese,Ijebu Ode Near Army Barracks Ogun State",Ogun State,8035362274,5,Peter,Ogun State
1042052,Umera Farms,Ogbomosho- Oko Ejigbo Mayin Ogbomosho Oyo State,Oyo State,8026745308,509,Folorunso Mark Eniola,Ibadan / Oyo
1042054,G.TEE.I Farm,Adetunji Estate Oshogbo Osun State,Osun State,8034345760,509,Folorunso Mark Eniola,Osun State
1042055,Igwe Global Farm,"No140,Ezeiweka Road Obosi Behind Tonimass Filling",Anambra State,7037278800,3,Ian,Anambra State
1042056,Bosh Cornerstone Global Concept,"Km10, Abeokuta Road via Omi- Adio Ibadan",Ibadan,8104324561,509,Folorunso Mark Eniola,Ibadan / Oyo
1042057,Ajayi Fish Farm,"NO14, Adeniyi Bankole Street Giwa Oke Aro, Ogun State",Ogun State,8034685336,6,Mr Dayo,Ogun State
1042058,Step - Up Multipurpose Farm,"NO52, Kudimoh Street Isale Aluko Ilorin",Ilorin,8059915283,6,Mr Dayo,Ilorin / Kwara
1042059,Latros Corporate Ventures,"Udu, Warri, Delta State",Delta State,8116346100,311,Dr.Ogunwemimo Oluwole Leken,Delta State
104206,Just Measure Ltd,Effrun Owerri State,Owerri,8028143076,2040,Oluwole,Owerri
1042060,Stan-Vigin Resources,Umunebo layout Obinze Owerri imo state,Owerri,8079208838,3,Ian,Owerri
1042061,Anuoluwapo Feedmill,Owotomo Bustop Aba Aremu Omi Adio Ibadan,Ibadan,9059825090,6,Mr Dayo,Ibadan / Oyo
1042062,Royal Deen Multipurpose International Limited,"Plot 1, Abanikannda Compound Oluwo Palace Road, Oke- Ola",Osun State,8034236238,509,Folorunso Mark Eniola,Osun State
1042064,Penplus Farm,"NO9, 3 Avenue Ikolaba Olayo Road Ibadan",Ibadan,8058214168,501,Lateef,Ibadan / Oyo
1042065,Vasenda Breeder Farms Ltd,Tumbi Village Along Iresa- Apa Road Ogbomosho Oyo State,Oyo State,8160654662,509,Folorunso Mark Eniola,Ibadan / Oyo
1042066,Kuciano Farm,"Chairman Road, Off Ranch Road , Obudu Cross River",Cross River,8034776800,3,Ian,Cross River
1042067,LB Farm Nigeria Ltd,"No147, Ogan Village Vesper Busutop Ifo, Ogun State",Ogun State,8145066280,5,Peter,Ogun State
1042068,Con Celestine Enterprises,Legislative Quarters Okpanam Road Asaba Delta State,Delta State,8034489379,322,Kingsley Ikenna,Delta State
1042069,Vantage Agro Allied,"Fabson Filling Station Basement Barika Junction, ui 2nd",Ibadan,8071942199,5,Peter,Ibadan / Oyo
104207,Hiterto Vet,Orita Challenge Along Ijebu Road,OYO State,8077174232,2000,Raji,Ibadan / Oyo
1042072,Geeday Farms,"KM3, Kaishingi Road, Y/ Deba LGA - Gombe State",Gombe State,7056573388,407,Stephen Olushola,Gombe State
1042073,JEMAK Farm & Mills,10 Ike Street off water works road Abakaliki Ebonyi State,Ebonyi State,8039524798,3,Ian,Ebonyi State
